po_id,order_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_country,category,item,business_unit,unit_price,quantity,line_total,payment_terms,on_contract,quality_rejected
PO-2024-27205,2024-12-06,2024-12-21,2024-12-21,SUP-097,Azteca Advisory,Mexico,Professional Services,Legal Advisory (retainer),Manufacturing,7808.62,1,7808.62,Net 45,True,False
PO-2024-25886,2024-12-06,2024-12-22,2024-12-22,SUP-002,Taegu Alloys,South Korea,Raw Materials,Copper Wire Rod (per ton),Field Services,9666.74,2,19333.48,Net 30,False,False
PO-2024-26903,2024-12-06,2025-01-01,2025-01-01,SUP-079,Great Wall Workplace,China,Office Supplies,Stationery Kit,Corporate,21.32,34,724.88,Net 45,True,False
PO-2024-26831,2024-12-06,2024-12-28,2025-01-05,SUP-072,Krakow Office Products,Poland,Office Supplies,Whiteboard & Supplies,Corporate,69.37,5,346.85,Net 60,True,False
PO-2024-27021,2024-12-06,2024-12-15,2024-12-15,SUP-093,Albion Chem Industries,UK,Chemicals,Adhesive Compound (drum),R&D,634.87,8,5078.96,Net 60,False,False
PO-2024-25915,2024-12-06,2024-12-29,2024-12-29,SUP-002,Taegu Alloys,South Korea,Raw Materials,Polypropylene Resin (per ton),Retail Operations,1263.99,13,16431.87,Net 60,True,False
PO-2024-26992,2024-12-06,2024-12-11,2024-12-12,SUP-083,Krakow Chemicals,Poland,Chemicals,Coating Resin (drum),Corporate,849.56,8,6796.48,Net 60,True,False
PO-2024-27027,2024-12-06,2025-01-01,2025-01-01,SUP-093,Albion Chem Industries,UK,Chemicals,Industrial Solvent (drum),Corporate,455.75,15,6836.25,Net 30,True,False
PO-2024-26739,2024-12-06,2024-12-28,2024-12-28,SUP-061,Shenzhou IT Solutions,China,IT Services,Managed IT Support (monthly),Manufacturing,5840.75,1,5840.75,Net 30,True,False
PO-2024-25824,2024-12-06,2025-01-01,2025-01-02,SUP-003,Jade Harbor Alloys,China,Raw Materials,Polypropylene Resin (per ton),Manufacturing,1505.98,16,24095.68,Net 30,True,False
PO-2024-27056,2024-12-06,2024-12-31,2024-12-31,SUP-093,Albion Chem Industries,UK,Chemicals,Catalyst Powder (per 25kg),R&D,1201.61,5,6008.05,Net 30,False,False
PO-2024-26159,2024-12-07,2024-12-24,2024-12-24,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Corporate,15.14,242,3663.88,Net 30,True,False
PO-2024-26392,2024-12-07,2025-01-05,2025-01-05,SUP-043,Great Wall Maintenance Co,China,MRO,Industrial Bearings,Manufacturing,43.03,113,4862.39,Net 30,True,False
PO-2024-27218,2024-12-07,2024-12-12,2024-12-12,SUP-102,Frontier Consulting,USA,Professional Services,Training Programme,Manufacturing,3727.09,1,3727.09,Net 30,True,False
PO-2024-26984,2024-12-07,2024-12-25,2024-12-25,SUP-094,Shenzhou Chem Industries,China,Chemicals,Catalyst Powder (per 25kg),Manufacturing,1123.14,5,5615.7,Net 15,True,False
PO-2024-26018,2024-12-07,2024-12-22,2024-12-22,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),Field Services,707.35,22,15561.7,Net 30,False,False
PO-2024-26371,2024-12-07,2025-01-04,2025-01-04,SUP-022,Redwood Components,USA,Electronics,PCB Assembly A-11,Retail Operations,56.15,472,26502.8,Net 30,False,False
PO-2024-26717,2024-12-07,2024-12-12,2024-12-12,SUP-059,Azteca Technologies,Mexico,IT Services,Network Equipment Bundle,R&D,3184.52,1,3184.52,Net 45,True,False
PO-2024-26557,2024-12-07,2024-12-28,2025-01-08,SUP-046,Thames Industrial Supply,UK,MRO,Safety Gloves (per 100),Field Services,93.19,47,4379.93,Net 30,True,False
PO-2024-26526,2024-12-07,2024-12-13,2024-12-27,SUP-046,Thames Industrial Supply,UK,MRO,Industrial Bearings,Corporate,33.45,18,602.1,Net 30,True,False
PO-2024-26771,2024-12-07,2024-12-21,2024-12-21,SUP-059,Azteca Technologies,Mexico,IT Services,Managed IT Support (monthly),Retail Operations,6501.26,1,6501.26,Net 60,True,False
PO-2024-26458,2024-12-07,2024-12-18,2024-12-18,SUP-038,Bergmann MRO Services,Germany,MRO,Hydraulic Fluid (drum),Retail Operations,229.33,11,2522.63,Net 15,True,False
PO-2024-26296,2024-12-07,2024-12-20,2024-12-20,SUP-034,Pacific Rim Circuits,China,Electronics,Connector Kit CK-8,Retail Operations,5.23,3971,20768.33,Net 15,False,False
PO-2024-26471,2024-12-07,2025-01-10,2025-01-10,SUP-040,Ganga MRO Services,India,MRO,Machine Lubricant (drum),R&D,202.38,12,2428.56,Net 30,False,False
PO-2024-26298,2024-12-07,2025-01-01,2025-01-06,SUP-029,Great Wall Components,China,Electronics,Connector Kit CK-8,Field Services,5.8,763,4425.4,Net 30,True,False
PO-2024-26492,2024-12-07,2024-12-20,2025-01-05,SUP-046,Thames Industrial Supply,UK,MRO,Hydraulic Fluid (drum),Corporate,239.84,9,2158.56,Net 30,True,False
PO-2024-26493,2024-12-07,2024-12-31,2024-12-31,SUP-040,Ganga MRO Services,India,MRO,Industrial Bearings,Retail Operations,39.1,101,3949.1,Net 15,True,False
PO-2024-26457,2024-12-07,2024-12-23,2024-12-23,SUP-038,Bergmann MRO Services,Germany,MRO,Conveyor Belt Section,Manufacturing,533.79,5,2668.95,Net 60,True,False
PO-2024-25861,2024-12-07,2024-12-19,2024-12-19,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Manufacturing,1847.14,11,20318.54,Net 45,True,False
PO-2024-25972,2024-12-07,2024-12-17,2024-12-19,SUP-006,Adler Metals,Germany,Raw Materials,Rubber Compound (per ton),Retail Operations,1976.22,16,31619.52,Net 30,True,False
PO-2024-26510,2024-12-07,2025-01-04,2025-01-04,SUP-038,Bergmann MRO Services,Germany,MRO,Hydraulic Fluid (drum),Manufacturing,237.09,7,1659.63,Net 30,True,False
PO-2024-25977,2024-12-07,2025-01-01,2025-01-01,SUP-003,Jade Harbor Alloys,China,Raw Materials,Polypropylene Resin (per ton),Field Services,1468.12,4,5872.48,Net 30,False,False
PO-2024-26863,2024-12-07,2024-12-20,2024-12-20,SUP-079,Great Wall Workplace,China,Office Supplies,Copy Paper (per case),Field Services,39.06,17,664.02,Net 45,True,False
PO-2024-27127,2024-12-07,2025-01-03,2025-01-03,SUP-095,Busan Machinery,South Korea,Machinery,Robotic Arm Servicing,R&D,8000.42,1,8000.42,Net 60,True,False
PO-2024-27193,2024-12-07,2025-01-04,2025-01-04,SUP-097,Azteca Advisory,Mexico,Professional Services,Recruitment Fee,Field Services,5946.32,1,5946.32,Net 30,False,False
PO-2024-25846,2024-12-07,2025-01-09,2025-01-24,SUP-008,Fujikawa Resources,Japan,Raw Materials,Copper Wire Rod (per ton),Manufacturing,12705.98,4,50823.92,Net 15,False,False
PO-2024-26535,2024-12-07,2025-01-03,2025-01-03,SUP-038,Bergmann MRO Services,Germany,MRO,Industrial Bearings,Corporate,39.74,14,556.36,Net 15,True,False
PO-2024-25992,2024-12-07,2024-12-22,2025-01-07,SUP-008,Fujikawa Resources,Japan,Raw Materials,Steel Coil (per ton),Field Services,838.74,17,14258.58,Net 45,False,False
PO-2024-26550,2024-12-07,2024-12-14,2024-12-16,SUP-046,Thames Industrial Supply,UK,MRO,Machine Lubricant (drum),R&D,161.07,19,3060.33,Net 15,True,False
PO-2024-26582,2024-12-07,2025-01-01,2025-01-01,SUP-051,Shenzhou Transport,China,Logistics,LTL Freight (per shipment),R&D,434.01,8,3472.08,Net 30,True,False
PO-2024-26161,2024-12-07,2024-12-30,2025-01-11,SUP-014,Fujikawa Pack Solutions,Japan,Packaging,Bubble Wrap Rolls,R&D,28.19,60,1691.4,Net 30,True,False
PO-2024-27114,2024-12-07,2025-01-09,2025-01-09,SUP-095,Busan Machinery,South Korea,Machinery,Robotic Arm Servicing,Corporate,7587.65,1,7587.65,Net 30,True,False
PO-2024-26697,2024-12-07,2024-12-27,2024-12-27,SUP-052,Del Norte Logistics,Mexico,Logistics,Ocean Container (40ft),Corporate,3488.04,2,6976.08,Net 45,True,False
PO-2024-26429,2024-12-07,2025-01-09,2025-01-09,SUP-044,Mekong Maintenance Co,Vietnam,MRO,Industrial Bearings,Retail Operations,34.53,101,3487.53,Net 15,True,False
PO-2024-26620,2024-12-07,2024-12-13,2024-12-13,SUP-056,Apex Shipping Lines,USA,Logistics,Last-Mile Delivery Batch,Corporate,327.89,10,3278.9,Net 30,True,False
PO-2024-26073,2024-12-07,2024-12-13,2024-12-14,SUP-016,Great Wall Containers,China,Packaging,Printed Labels (per 1000),Retail Operations,47.94,83,3979.02,Net 45,True,False
PO-2024-26932,2024-12-07,2025-01-04,2025-01-04,SUP-075,Lotus Office Products,India,Office Supplies,Office Chairs,Corporate,144.14,4,576.56,Net 45,True,False
PO-2024-27006,2024-12-07,2025-01-02,2025-01-02,SUP-093,Albion Chem Industries,UK,Chemicals,Adhesive Compound (drum),Manufacturing,723.87,6,4343.22,Net 45,True,False
PO-2024-26604,2024-12-07,2024-12-23,2024-12-23,SUP-050,Redwood Freight,USA,Logistics,Air Freight (per 100kg),R&D,633.04,6,3798.24,Net 30,True,False
PO-2024-26347,2024-12-07,2024-12-19,2024-12-23,SUP-034,Pacific Rim Circuits,China,Electronics,Connector Kit CK-8,R&D,5.36,5615,30096.4,Net 30,True,False
PO-2024-26908,2024-12-07,2024-12-30,2024-12-30,SUP-079,Great Wall Workplace,China,Office Supplies,Copy Paper (per case),Retail Operations,37.76,40,1510.4,Net 45,True,False
PO-2024-25877,2024-12-07,2024-12-18,2024-12-18,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Corporate,824.37,23,18960.51,Net 30,True,False
PO-2024-26608,2024-12-07,2024-12-28,2024-12-28,SUP-050,Redwood Freight,USA,Logistics,Last-Mile Delivery Batch,Manufacturing,276.81,13,3598.53,Net 30,True,False
PO-2024-25831,2024-12-07,2024-12-23,2024-12-23,SUP-002,Taegu Alloys,South Korea,Raw Materials,Steel Coil (per ton),Corporate,813.82,21,17090.22,Net 60,True,False
PO-2024-26684,2024-12-07,2024-12-25,2024-12-25,SUP-051,Shenzhou Transport,China,Logistics,Ocean Container (40ft),Manufacturing,3392.34,3,10177.02,Net 15,True,False
PO-2024-26682,2024-12-07,2024-12-18,2024-12-18,SUP-051,Shenzhou Transport,China,Logistics,Ocean Container (40ft),Corporate,3636.05,2,7272.1,Net 30,True,False
PO-2024-26081,2024-12-07,2024-12-16,2024-12-18,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Field Services,45.28,29,1313.12,Net 60,False,False
PO-2024-26122,2024-12-07,2024-12-30,2024-12-30,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Manufacturing,44.37,55,2440.35,Net 15,True,False
PO-2024-26618,2024-12-07,2025-01-04,2025-01-04,SUP-050,Redwood Freight,USA,Logistics,Ocean Container (40ft),Manufacturing,3154.62,2,6309.24,Net 15,True,False
PO-2024-26099,2024-12-07,2025-01-09,2025-01-09,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,R&D,26.8,77,2063.6,Net 30,True,False
PO-2024-26145,2024-12-07,2025-01-05,2025-01-09,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,R&D,29.6,129,3818.4,Net 30,True,False
PO-2024-26270,2024-12-07,2025-01-02,2025-01-02,SUP-036,Golden Dragon Components,China,Electronics,Connector Kit CK-8,Field Services,5.69,2508,14270.52,Net 30,True,False
PO-2024-26878,2024-12-08,2024-12-18,2024-12-18,SUP-072,Krakow Office Products,Poland,Office Supplies,Stationery Kit,Retail Operations,21.5,42,903.0,Net 30,True,False
PO-2024-27165,2024-12-08,2024-12-29,2024-12-29,SUP-097,Azteca Advisory,Mexico,Professional Services,Market Research Study,Manufacturing,12746.64,1,12746.64,Net 45,True,False
PO-2024-26879,2024-12-08,2024-12-30,2024-12-30,SUP-072,Krakow Office Products,Poland,Office Supplies,Copy Paper (per case),R&D,35.35,38,1343.3,Net 30,True,False
PO-2024-26096,2024-12-08,2024-12-19,2024-12-19,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Field Services,17.06,322,5493.32,Net 30,True,False
PO-2024-25937,2024-12-08,2024-12-24,2024-12-25,SUP-008,Fujikawa Resources,Japan,Raw Materials,Copper Wire Rod (per ton),R&D,8676.78,2,17353.56,Net 60,False,False
PO-2024-26631,2024-12-08,2024-12-14,2024-12-14,SUP-050,Redwood Freight,USA,Logistics,Last-Mile Delivery Batch,Retail Operations,277.31,15,4159.65,Net 45,True,False
PO-2024-26147,2024-12-08,2025-01-11,2025-01-12,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Field Services,17.35,424,7356.4,Net 45,True,False
PO-2024-25975,2024-12-08,2025-01-10,2025-01-10,SUP-002,Taegu Alloys,South Korea,Raw Materials,Polypropylene Resin (per ton),Corporate,1146.3,15,17194.5,Net 30,True,False
PO-2024-25974,2024-12-08,2024-12-14,2024-12-14,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Corporate,1892.9,6,11357.4,Net 15,True,False
PO-2024-26237,2024-12-08,2024-12-21,2024-12-21,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,Corporate,77.83,124,9650.92,Net 30,True,False
PO-2024-26967,2024-12-08,2024-12-28,2024-12-28,SUP-087,Jade Harbor Specialty Chem,China,Chemicals,Cleaning Agent (drum),Retail Operations,254.35,8,2034.8,Net 30,True,False
PO-2024-26676,2024-12-08,2025-01-03,2025-01-03,SUP-051,Shenzhou Transport,China,Logistics,Ocean Container (40ft),Field Services,3245.9,1,3245.9,Net 45,False,False
PO-2024-26813,2024-12-08,2024-12-30,2025-01-12,SUP-078,Baltic Workplace,Poland,Office Supplies,Office Chairs,R&D,193.55,7,1354.85,Net 45,True,False
PO-2024-25865,2024-12-08,2024-12-19,2024-12-19,SUP-002,Taegu Alloys,South Korea,Raw Materials,Aluminium Sheet (per ton),Corporate,2639.74,3,7919.22,Net 30,True,False
PO-2024-26861,2024-12-08,2025-01-08,2025-01-08,SUP-072,Krakow Office Products,Poland,Office Supplies,Whiteboard & Supplies,Corporate,73.04,6,438.24,Net 45,True,False
PO-2024-26939,2024-12-08,2024-12-29,2024-12-29,SUP-093,Albion Chem Industries,UK,Chemicals,Catalyst Powder (per 25kg),Retail Operations,1155.13,4,4620.52,Net 45,True,False
PO-2024-26215,2024-12-08,2025-01-01,2025-01-15,SUP-029,Great Wall Components,China,Electronics,Power Supply Unit 450W,Field Services,68.38,185,12650.3,Net 45,True,False
PO-2024-26670,2024-12-08,2024-12-21,2024-12-21,SUP-051,Shenzhou Transport,China,Logistics,Air Freight (per 100kg),Field Services,669.48,4,2677.92,Net 30,True,False
PO-2024-27042,2024-12-08,2024-12-15,2024-12-15,SUP-083,Krakow Chemicals,Poland,Chemicals,Catalyst Powder (per 25kg),R&D,1240.22,5,6201.1,Net 30,False,False
PO-2024-27093,2024-12-08,2024-12-20,2024-12-20,SUP-095,Busan Machinery,South Korea,Machinery,Robotic Arm Servicing,R&D,7575.58,1,7575.58,Net 60,False,False
PO-2024-27001,2024-12-08,2025-01-03,2025-01-03,SUP-083,Krakow Chemicals,Poland,Chemicals,Coating Resin (drum),Retail Operations,848.18,8,6785.44,Net 15,True,False
PO-2024-27076,2024-12-08,2024-12-22,2024-12-22,SUP-082,Himalaya Chemicals,India,Chemicals,Coating Resin (drum),R&D,726.44,8,5811.52,Net 45,False,False
PO-2024-26617,2024-12-08,2024-12-26,2024-12-26,SUP-051,Shenzhou Transport,China,Logistics,LTL Freight (per shipment),Retail Operations,444.32,9,3998.88,Net 30,True,False
PO-2024-26289,2024-12-08,2024-12-20,2024-12-22,SUP-022,Redwood Components,USA,Electronics,PCB Assembly A-11,Corporate,56.7,475,26932.5,Net 30,True,False
PO-2024-26039,2024-12-08,2025-01-03,2025-01-04,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Retail Operations,45.31,258,11689.98,Net 45,True,False
PO-2024-26318,2024-12-08,2024-12-25,2024-12-25,SUP-033,Busan Components,South Korea,Electronics,Power Supply Unit 450W,Field Services,71.42,252,17997.84,Net 60,True,False
PO-2024-26589,2024-12-08,2024-12-21,2024-12-21,SUP-050,Redwood Freight,USA,Logistics,LTL Freight (per shipment),Field Services,453.46,12,5441.52,Net 30,False,False
PO-2024-26907,2024-12-08,2025-01-01,2025-01-01,SUP-072,Krakow Office Products,Poland,Office Supplies,Office Chairs,Corporate,170.55,4,682.2,Net 30,True,False
PO-2024-26715,2024-12-08,2024-12-17,2024-12-17,SUP-057,Bharat Digital Systems,India,IT Services,Cloud Hosting (monthly block),Retail Operations,4874.34,1,4874.34,Net 45,True,False
PO-2024-26317,2024-12-08,2024-12-19,2024-12-19,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Field Services,9.52,3270,31130.4,Net 30,True,False
PO-2024-26155,2024-12-08,2025-01-01,2025-01-01,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Field Services,44.5,144,6408.0,Net 15,True,True
PO-2024-27035,2024-12-08,2024-12-26,2024-12-26,SUP-081,Redwood Specialty Chem,USA,Chemicals,Coating Resin (drum),R&D,681.5,7,4770.5,Net 30,True,False
PO-2024-25913,2024-12-08,2025-01-09,2025-01-09,SUP-006,Adler Metals,Germany,Raw Materials,Copper Wire Rod (per ton),Field Services,11100.29,2,22200.58,Net 30,True,False
PO-2024-26713,2024-12-08,2024-12-15,2024-12-15,SUP-061,Shenzhou IT Solutions,China,IT Services,Cybersecurity Audit,Retail Operations,9214.9,1,9214.9,Net 30,True,False
PO-2024-26047,2024-12-08,2024-12-27,2024-12-28,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Manufacturing,46.06,117,5389.02,Net 45,True,False
PO-2024-26460,2024-12-08,2024-12-24,2025-01-05,SUP-046,Thames Industrial Supply,UK,MRO,Safety Gloves (per 100),Field Services,105.1,33,3468.3,Net 45,True,False
PO-2024-26287,2024-12-08,2024-12-29,2024-12-29,SUP-032,Lotus Components,India,Electronics,Power Supply Unit 450W,R&D,66.32,213,14126.16,Net 15,True,False
PO-2024-25864,2024-12-08,2025-01-09,2025-01-09,SUP-002,Taegu Alloys,South Korea,Raw Materials,Copper Wire Rod (per ton),R&D,9515.45,3,28546.35,Net 15,True,False
PO-2024-27110,2024-12-08,2024-12-22,2024-12-22,SUP-095,Busan Machinery,South Korea,Machinery,Injection Mould Tooling,Corporate,14331.39,1,14331.39,Net 30,True,False
PO-2024-26363,2024-12-08,2025-01-09,2025-01-09,SUP-028,Summit Components,USA,Electronics,Power Supply Unit 450W,Corporate,82.11,235,19295.85,Net 30,True,False
PO-2024-26981,2024-12-08,2024-12-19,2024-12-19,SUP-093,Albion Chem Industries,UK,Chemicals,Adhesive Compound (drum),R&D,687.63,13,8939.19,Net 30,True,False
PO-2024-26235,2024-12-08,2025-01-08,2025-01-08,SUP-036,Golden Dragon Components,China,Electronics,Sensor Module SM-3,Retail Operations,32.06,646,20710.76,Net 45,True,False
PO-2024-26760,2024-12-08,2024-12-30,2024-12-30,SUP-057,Bharat Digital Systems,India,IT Services,"SaaS Licences (per seat, annual)",Manufacturing,416.75,16,6668.0,Net 45,True,False
PO-2024-26701,2024-12-08,2025-01-10,2025-01-10,SUP-052,Del Norte Logistics,Mexico,Logistics,FTL Freight (per load),Manufacturing,1852.06,5,9260.3,Net 45,True,False
PO-2024-26426,2024-12-08,2024-12-16,2025-01-07,SUP-046,Thames Industrial Supply,UK,MRO,Conveyor Belt Section,Corporate,448.28,5,2241.4,Net 60,True,False
PO-2024-26064,2024-12-08,2025-01-05,2025-01-05,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),Corporate,739.43,18,13309.74,Net 45,True,False
PO-2024-26778,2024-12-08,2024-12-27,2024-12-27,SUP-061,Shenzhou IT Solutions,China,IT Services,Cybersecurity Audit,Manufacturing,9208.53,1,9208.53,Net 45,True,False
PO-2024-26101,2024-12-08,2024-12-23,2024-12-23,SUP-016,Great Wall Containers,China,Packaging,Printed Labels (per 1000),Field Services,45.32,35,1586.2,Net 45,True,False
PO-2024-26119,2024-12-08,2025-01-01,2025-01-01,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,R&D,30.72,108,3317.76,Net 60,False,True
PO-2024-26398,2024-12-08,2024-12-18,2024-12-18,SUP-038,Bergmann MRO Services,Germany,MRO,Conveyor Belt Section,Field Services,523.64,2,1047.28,Net 60,False,False
PO-2024-26527,2024-12-08,2025-01-04,2025-01-04,SUP-039,Redwood Maintenance Co,USA,MRO,Conveyor Belt Section,R&D,471.18,7,3298.26,Net 30,True,False
PO-2024-26963,2024-12-09,2025-01-02,2025-01-02,SUP-093,Albion Chem Industries,UK,Chemicals,Adhesive Compound (drum),R&D,681.39,9,6132.51,Net 45,True,False
PO-2024-25890,2024-12-09,2025-01-02,2025-01-03,SUP-005,Pioneer Resources,USA,Raw Materials,Polypropylene Resin (per ton),Manufacturing,1356.51,21,28486.71,Net 60,True,False
PO-2024-26889,2024-12-09,2024-12-18,2024-12-20,SUP-079,Great Wall Workplace,China,Office Supplies,Office Chairs,R&D,168.84,7,1181.88,Net 60,True,False
PO-2024-26293,2024-12-09,2024-12-19,2024-12-19,SUP-025,Cascade Semitech,USA,Electronics,Sensor Module SM-3,R&D,28.94,135,3906.9,Net 60,True,False
PO-2024-27063,2024-12-09,2025-01-08,2025-01-08,SUP-083,Krakow Chemicals,Poland,Chemicals,Catalyst Powder (per 25kg),Manufacturing,1221.5,5,6107.5,Net 45,True,False
PO-2024-25895,2024-12-09,2024-12-18,2024-12-18,SUP-006,Adler Metals,Germany,Raw Materials,Aluminium Sheet (per ton),R&D,3201.69,12,38420.28,Net 15,True,False
PO-2024-26249,2024-12-09,2024-12-26,2025-01-17,SUP-029,Great Wall Components,China,Electronics,Power Supply Unit 450W,Manufacturing,69.98,141,9867.18,Net 60,True,True
PO-2024-27059,2024-12-09,2024-12-20,2024-12-20,SUP-093,Albion Chem Industries,UK,Chemicals,Coating Resin (drum),Corporate,839.62,11,9235.82,Net 30,True,False
PO-2024-26958,2024-12-09,2025-01-08,2025-01-08,SUP-081,Redwood Specialty Chem,USA,Chemicals,Coating Resin (drum),Retail Operations,748.3,11,8231.3,Net 60,True,False
PO-2024-25921,2024-12-09,2025-01-07,2025-01-07,SUP-002,Taegu Alloys,South Korea,Raw Materials,Rubber Compound (per ton),Field Services,1675.79,11,18433.69,Net 30,True,False
PO-2024-26439,2024-12-09,2025-01-05,2025-01-14,SUP-046,Thames Industrial Supply,UK,MRO,Machine Lubricant (drum),Manufacturing,166.58,17,2831.86,Net 15,True,False
PO-2024-27064,2024-12-09,2024-12-31,2024-12-31,SUP-080,Jade Harbor Chem Industries,China,Chemicals,Catalyst Powder (per 25kg),Retail Operations,1141.75,4,4567.0,Net 30,True,False
PO-2024-27154,2024-12-09,2024-12-31,2024-12-31,SUP-097,Azteca Advisory,Mexico,Professional Services,Training Programme,R&D,3890.06,1,3890.06,Net 45,False,False
PO-2024-26186,2024-12-09,2025-01-09,2025-01-09,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,R&D,41.14,127,5224.78,Net 30,True,False
PO-2024-26463,2024-12-09,2025-01-08,2025-01-20,SUP-046,Thames Industrial Supply,UK,MRO,Industrial Bearings,Retail Operations,40.33,22,887.26,Net 60,True,False
PO-2024-26560,2024-12-09,2024-12-20,2024-12-20,SUP-043,Great Wall Maintenance Co,China,MRO,Industrial Bearings,Field Services,40.12,88,3530.56,Net 45,False,False
PO-2024-26313,2024-12-09,2024-12-19,2024-12-19,SUP-028,Summit Components,USA,Electronics,Microcontroller MCU-9,Field Services,9.43,2768,26102.24,Net 30,True,False
PO-2024-26723,2024-12-09,2025-01-05,2025-01-06,SUP-061,Shenzhou IT Solutions,China,IT Services,Network Equipment Bundle,Retail Operations,3174.43,2,6348.86,Net 30,True,False
PO-2024-27117,2024-12-09,2025-01-06,2025-01-06,SUP-095,Busan Machinery,South Korea,Machinery,Compressor Unit,Field Services,10474.81,1,10474.81,Net 30,True,False
PO-2024-26719,2024-12-09,2024-12-28,2024-12-28,SUP-057,Bharat Digital Systems,India,IT Services,"SaaS Licences (per seat, annual)",Field Services,422.17,20,8443.4,Net 30,True,False
PO-2024-26048,2024-12-09,2025-01-10,2025-01-10,SUP-016,Great Wall Containers,China,Packaging,Corrugated Boxes (per 1000),Retail Operations,775.78,3,2327.34,Net 30,True,False
PO-2024-26135,2024-12-09,2025-01-01,2025-01-01,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,R&D,17.72,241,4270.52,Net 45,False,False
PO-2024-26704,2024-12-09,2025-01-11,2025-01-11,SUP-052,Del Norte Logistics,Mexico,Logistics,Ocean Container (40ft),Manufacturing,3409.63,2,6819.26,Net 45,True,False
PO-2024-26694,2024-12-09,2024-12-21,2024-12-21,SUP-055,Baltic Freight,Poland,Logistics,Air Freight (per 100kg),Manufacturing,730.35,5,3651.75,Net 15,True,False
PO-2024-26621,2024-12-09,2024-12-17,2024-12-17,SUP-055,Baltic Freight,Poland,Logistics,Ocean Container (40ft),Retail Operations,3764.11,1,3764.11,Net 30,True,False
PO-2024-26070,2024-12-09,2024-12-15,2024-12-15,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Manufacturing,16.37,145,2373.65,Net 45,True,False
PO-2024-26623,2024-12-09,2024-12-17,2024-12-17,SUP-054,Great Wall Shipping Lines,China,Logistics,FTL Freight (per load),Field Services,1904.19,5,9520.95,Net 30,True,False
PO-2024-26634,2024-12-09,2024-12-24,2024-12-24,SUP-052,Del Norte Logistics,Mexico,Logistics,Last-Mile Delivery Batch,Retail Operations,258.54,18,4653.72,Net 15,True,False
PO-2024-26345,2024-12-09,2025-01-04,2025-01-04,SUP-022,Redwood Components,USA,Electronics,Connector Kit CK-8,Field Services,4.76,1195,5688.2,Net 30,True,False
PO-2024-27009,2024-12-09,2024-12-27,2024-12-29,SUP-083,Krakow Chemicals,Poland,Chemicals,Industrial Solvent (drum),Field Services,471.18,27,12721.86,Net 15,False,False
PO-2024-26660,2024-12-09,2025-01-04,2025-01-06,SUP-048,Mekong Logistics,Vietnam,Logistics,Ocean Container (40ft),R&D,3908.94,1,3908.94,Net 30,True,False
PO-2024-26089,2024-12-09,2025-01-06,2025-01-06,SUP-016,Great Wall Containers,China,Packaging,Wooden Pallets,Retail Operations,16.98,165,2801.7,Net 45,True,False
PO-2024-26090,2024-12-09,2024-12-30,2024-12-30,SUP-016,Great Wall Containers,China,Packaging,Bubble Wrap Rolls,R&D,28.94,94,2720.36,Net 30,False,False
PO-2024-26093,2024-12-09,2024-12-31,2024-12-31,SUP-016,Great Wall Containers,China,Packaging,Stretch Film Rolls,Field Services,42.24,16,675.84,Net 30,True,False
PO-2024-26559,2024-12-09,2024-12-28,2024-12-28,SUP-043,Great Wall Maintenance Co,China,MRO,Conveyor Belt Section,Retail Operations,566.99,4,2267.96,Net 30,True,False
PO-2024-27138,2024-12-09,2024-12-25,2024-12-31,SUP-102,Frontier Consulting,USA,Professional Services,Legal Advisory (retainer),R&D,7790.47,1,7790.47,Net 30,True,False
PO-2024-26309,2024-12-09,2024-12-14,2024-12-14,SUP-024,Sterling Components,USA,Electronics,PCB Assembly A-11,Field Services,64.09,431,27622.79,Net 45,True,False
PO-2024-26547,2024-12-09,2024-12-17,2024-12-17,SUP-038,Bergmann MRO Services,Germany,MRO,Safety Gloves (per 100),Field Services,109.98,38,4179.24,Net 60,True,False
